Date,Name,Px_LAST,CUR_MKT_CAP,CURR_ENTP_VAL,PX_TO_BOOK_RATIO,CURRENT_EV_TO_T12M_EBITDA,PX_TO_SALES_RATIO,PE_RATIO,Log_CAP,Return
41520,PH UN Equity,100.99,15065.6212,16117.0502,2.6273,9.4269,1.1578,16.3598,9.620170685,-0.054312202
41520,PG UN Equity,77.75,212938.6287,240316.6287,3.1858,13.7615,2.5338,19.0732,12.26875928,-0.047648212
41520,PEP UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,PEG UN Equity,32.14,16258.2526,24479.2526,1.4652,6.8301,1.6418,12.4129,9.696355911,-0.06406523
41520,PCG UN Equity,41.01,18255.6763,32078.6763,1.3149,8.064,1.165,17.4839,9.812231341,-0.114446124
41520,PCAR UW Equity,53.56,18958.7984,16585.9984,3.1006,7.603,1.1814,18.662,9.850023398,-0.057374164
41520,PAYX UW Equity,38.57,14098.565,13539.365,8.0564,13.2687,5.9517,24.375,9.553828298,-0.046241345
41520,OXY UN Equity,84.8645,71285.939,75939.939,1.6377,6.3543,2.8557,12.4899,11.17445438,-0.015358251
41520,ORLY UW Equity,122.95,13346.8007,14376.8617,6.6733,11.8602,2.1848,22.7685,9.499031987,-0.040502575
41520,ORCL UN Equity,32.02,148278.4443,133727.4443,3.36,7.5947,4.0309,13.8108,11.90684717,-0.022290076
41520,OKE UN Equity,44.7446,10538.9396,19950.3096,4.4242,15.3992,0.7669,30.9779,9.26283221,-0.036023673
41520,NVDA UW Equity,14.76,8540.1068,5621.8988,2.0469,6.5277,2.1278,15.9693,9.052528793,0.008196721
41520,NUE UN Equity,45.68,14534.7646,17502.1106,1.9283,11.8113,0.7881,32.0296,9.584298617,-0.030971574
41520,NTAP UW Equity,41.82,14222.7398,10133.5398,3.5586,10.419,2.3364,27.19,9.562597357,0.008196721
41520,NSC UN Equity,72.57,22638.4139,30528.4139,2.2221,7.8399,2.0956,13.9242,10.02740347,-0.045131579
41520,NOC UN Equity,93.14,21437.5831,22462.5831,2.2491,6.2103,0.8895,11.4648,9.97290088,0.000537115
41520,NKE UN Equity,32.145,57240.7598,53037.7598,5.0659,13.233,2.2245,22.0171,10.95502151,-0.025466121
41520,NFLX UW Equity,41.286,17028.6005,16448.4905,15.4018,95.6975,4.1298,269.6977,9.742649592,0.160077552
41520,NEE UN Equity,79.77,33875.3135,61696.3135,2.0422,12.4112,2.3448,23.5141,10.43044181,-0.09650017
41520,MU UW Equity,14.01,14549.0361,17850.0361,1.5596,8.7073,1.5796,#N/A N/A,9.585280023,0.031664212
41520,MSFT UW Equity,31.88,265558.999,204136.999,3.3631,6.6888,3.4291,12.0422,12.48959231,0.005995582
41520,MRO UN Equity,35.17,24959.1598,31209.1598,1.3109,3.9356,1.6603,17.2609,10.12499616,-0.062633262
41520,MPC UN Equity,36.72,22992.1684,23746.1684,1.9756,3.7716,0.2864,7.1472,10.04290893,-0.021973632
41520,MO UN Equity,33.83,67809.1873,80146.1873,19.0246,9.8885,3.9036,14.9112,11.12445297,-0.0481148
41520,MNST UW Equity,18.007,9043.1471,8611.1111,10.5617,15.3194,4.2856,29.3821,9.109762523,-0.135940499
41520,MMM UN Equity,113.22,77382.249,77977.249,4.3288,10.0048,2.5843,17.6355,11.25651269,-0.043830758
41520,MMC UN Equity,41.54,22830.8825,24380.8825,3.3644,10.4774,1.8842,17.3796,10.03586939,-0.02281816
41520,MDT UN Equity,52.09,52476.1222,52252.1222,2.8057,9.6477,3.1695,14.1532,10.86811353,-0.061272301
41520,MDLZ UW Equity,30.79,54826.6953,70553.6953,1.7457,15.1273,1.5614,21.8753,10.91193249,-0.029319042
41520,MCO UN Equity,64.07,14121.0276,14163.0276,31.5529,11.279,4.8706,18.1313,9.555420285,-0.07023654
41520,MCK UN Equity,122.52,28011.0714,29980.0714,3.7874,9.791,0.2299,17.6112,10.24035512,-0.008015545
41520,MAR UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,MA UN Equity,62.345,75203.1298,70124.1298,10.742,15.4424,9.8277,25.7344,11.22794813,-0.035474489
41520,LYB UN Equity,70.47,39965.8665,41190.8665,3.3414,6.9497,0.9173,12.2202,10.59578103,0.036475952
41520,LUV UN Equity,12.82,9053.6626,8594.6626,1.3352,5.6956,0.5422,19.166,9.110924662,-0.097183099
41520,LRCX UW Equity,46.85,7643.5765,6637.1895,1.6999,15.721,2.196,39.9589,8.941620901,-0.079386913
41520,LOW UN Equity,45.61,47972.0507,55760.0507,3.7118,10.118,0.9615,22.4852,10.77837384,0.012655417
41520,LMT UN Equity,123.63,39677.3899,42972.3899,57.172,7.6586,0.8576,13.6536,10.58853678,0.011950561
41520,LLY UN Equity,51.31,57807.7864,58419.7864,3.7963,8.9392,2.461,11.8966,10.96487876,-0.040934579
41520,KR UN Equity,18.41,19081.7088,26543.7088,3.9271,5.8172,0.1923,12.2405,9.856485501,-0.071374527
41520,KO UN Equity,37.9,168016.5293,184897.5293,5.2152,14.6732,3.561,18.4796,12.03181764,-0.065812176
41520,KMI UN Equity,37.57,38916.7368,86093.7368,2.85,14.612,3.1419,171.7965,10.56917969,-0.00896861
41520,KHC UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,K UN Equity,60.75,22018.2376,29583.2376,8.5971,14.2983,1.4761,16.0872,9.999626371,-0.071384898
41520,JCI UN Equity,30.8586,15223.3316,16276.3316,2.8924,15.7411,1.3231,19.7463,9.630584504,-0.073699188
41520,ISRG UW Equity,128.39,15295.0636,14004.8636,4.1119,14.1121,6.5975,22.4327,9.635285415,-0.018575141
41520,IR UN Equity,48.3144,17615.9331,20279.3331,1.982,13.4247,1.1629,16.9384,9.776559061,-0.025437968
41520,IQV UN Equity,43.1,5556.54,7013.95,#N/A N/A,13.6313,1.0118,24.4382,8.622730891,-0.068913372
41520,IP UN Equity,46.7984,21169.6701,30407.6701,3.1064,8.9513,0.7231,19.247,9.960324781,-0.040815908
41520,INTU UW Equity,63.75,18928.9855,17766.9855,5.4073,12.1276,4.5364,22.7149,9.848449651,-0.011934284
41520,INTC UW Equity,22.07,109952.74,100654.74,2.0418,4.9861,2.0975,12.0214,11.60780592,-0.048706897
41520,INFO UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,ILMN UW Equity,76.64,9589.2567,9311.6937,6.9057,46.1416,7.4462,49.8314,9.168398657,-0.035368156
41520,ICE UN Equity,36.334,13233.6543,12574.5193,3.4397,13.321,9.6652,22.9493,9.490518432,-0.022228202
41520,IBM UN Equity,183.96,201514.5267,223180.5267,11.3491,9.319,2.0111,11.8945,12.21361675,-0.060517849
41520,HUM UN Equity,94.35,14762.2953,8539.2953,1.5814,2.9983,0.375,9.6555,9.599831594,0.033293177
41520,HSY UN Equity,91.04,20319.4276,21641.9396,18.2719,15.3016,2.9898,26.7365,9.919332732,-0.060959257
41520,HRL UN Equity,20.63,10927.3574,10856.2104,3.5773,12.1736,1.2672,22.2138,9.299024777,-0.039795206
41520,HPE UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,HON UN Equity,77.0932,63556.5974,66790.5974,4.3918,12.5076,1.5971,17.5089,11.05968609,-0.042335962
41520,HLT UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,HES UN Equity,75.99,26095.0653,31246.0653,1.092,3.7874,1.4367,15.9417,10.16950151,-0.000657549
41520,HD UN Equity,73.9,105857.5733,115196.5733,6.8514,11.1592,1.3875,21.8639,11.56984982,-0.060274669
41520,HAL UN Equity,48.3,44125.959,47561.959,2.8721,10.3847,1.5621,18.168,10.69480353,0.040723982
41520,GOOGL UW Equity,430.607,286695.9723,237252.9723,3.6385,13.9094,5.2842,24.921,12.5661776,-0.048483255
41520,GM UN Equity,34.14,47254.4651,38039.4651,1.708,#N/A N/A,0.3267,10.5235,10.76330243,-0.063888127
41520,GLW UN Equity,13.92,20328.8176,17827.8176,0.9507,7.8954,2.5708,11.643,9.919794745,-0.099029126
41520,GIS UN Equity,49.19,31523.9237,39479.1237,4.5915,11.59,1.7582,17.7394,10.35850202,-0.067134459
41520,GD UN Equity,84.35,29511.3513,29662.3513,2.5103,21.3092,0.9476,13.0711,10.29253026,-0.028337749
41520,FTV UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,FOXA UW Equity,31.71,73299.0886,86744.0886,4.3209,13.9326,2.6772,40.0436,11.20230345,0.035597649
41520,FOX UW Equity,31.81,73299.0886,86744.0886,4.3345,13.9326,2.6857,40.1699,11.20230345,0.037169873
41520,FISV UW Equity,24.135,12558.928,16191.928,3.6547,11.4593,2.8095,21.0551,9.438187086,-0.003509496
41520,FIS UN Equity,44.51,13001.6973,17256.5973,1.9703,9.9273,2.1879,21.7783,9.472835189,-0.007580825
41520,FDX UN Equity,107.6,34014.2258,31911.2258,1.9298,4.6791,0.7626,17.0754,10.43453412,-0.021818182
41520,FB UW Equity,41.87,101966.8462,93881.8462,8.2424,34.7968,16.3867,182.0435,11.532403,0.116831155
41520,F UN Equity,16.34,64374.171,52869.171,3.3565,4.7737,0.4477,10.9268,11.07246776,-0.049447353
41520,EXC UN Equity,30.09,25773.9913,45024.9913,1.2067,6.5112,1.0265,15.9953,10.15712117,-0.023051948
41520,EW UN Equity,35.28,7921.9561,7574.2561,5.0113,12.8726,4.087,22.9432,8.977393437,-0.038692098
41520,EQR UN Equity,51.26,18470.7498,30816.1738,1.798,22.8608,8.3103,#N/A N/A,9.823943668,-0.079051383
41520,EQIX UW Equity,176.93,8743.5523,11940.8893,3.782,14.1356,4.2375,61.6244,9.076071828,-0.001016318
41520,EOG UN Equity,79.215,43159.3915,48244.1645,2.9997,8.7368,3.1918,21.8275,10.67265532,0.041822845
41520,EMR UN Equity,60.7,43372.058,46255.058,4.2953,12.69,1.7854,17.0274,10.67757069,-0.029576339
41520,EIX UN Equity,45.18,14720.1508,26804.1508,1.5735,7.6474,1.1809,9.5439,9.596972637,-0.094589178
41520,ED UN Equity,55.5,16254.4456,27886.4456,1.3683,8.6928,1.3172,15.0591,9.696121726,-0.080059672
41520,ECL UN Equity,92.58,27900.9726,35105.1726,4.185,16.2539,2.2314,29.8852,10.23641683,-0.015525308
41520,EBAY UW Equity,21.1786,65140.8678,59237.8678,1.2658,13.4723,1.8253,10.4327,11.0843074,-0.039876327
41520,EA UW Equity,27.36,8389.0646,7542.0646,3.3596,18.7148,2.2027,51.8351,9.034684303,0.031285337
41520,DXC UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,DWDP UN Equity,37.44,45310.4072,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10.72129202,0.057627119
41520,DUK UN Equity,64.96,45861.76,85162.76,1.1428,12.1661,1.8878,15.5939,10.73338693,-0.091595581
41520,DISCK UW Equity,35.505,26891.2941,33000.2941,2.7536,15.8655,5.2827,27.9046,10.19955787,-0.044537137
41520,DISCA UW Equity,39.5084,26891.2941,33000.2941,3.0641,15.8655,5.8783,31.051,10.19955787,-0.055909348
41520,DIS UN Equity,60.93,108847.9418,122289.9418,2.5192,10.8867,2.4697,18.633,11.59770716,-0.067778458
41520,DHR UN Equity,49.9239,45817.124,47715.524,1.711,11.7532,1.8639,15.2333,10.73241319,-0.026169646
41520,DG UN Equity,53.88,17640.0486,20341.8936,3.3329,10.1131,1.0512,17.6074,9.777927085,-0.027787802
41520,DE UN Equity,84.06,32182.0303,30283.1303,3.7465,4.1956,0.8558,9.4326,10.37916351,0.012161349
41520,D UN Equity,57.78,33455.7838,55661.7838,3.0405,18.208,2.559,16.1796,10.41797996,-0.027927322
41520,CXO UN Equity,96.94,10177.2489,13693.9909,2.8279,10.3207,4.9385,29.8218,9.227910008,0.019133726
41520,CVS UN Equity,58.52,71884.1764,80081.1764,1.8456,8.3167,0.5874,16.5311,11.18281144,-0.058709989
41520,CTSH UW Equity,37.245,22448.9532,19548.3842,4.2161,11.6755,3.2266,22.8052,10.01899926,0.013745237
41520,CTAS UW Equity,47.99,5870.1566,6896.2966,2.6394,9.0389,1.3515,19.1784,8.67763659,-0.002079434
41520,CSX UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,CSCO UW Equity,23.48,125485.0078,91094.0078,2.1403,6.7243,2.5742,13.5095,11.73994157,-0.093786183
41520,CRM UN Equity,49.58,29248.9681,30188.6221,10.3351,307.3384,8.3273,#N/A N/A,10.28359957,0.098360656
41520,COST UW Equity,111.98,48899.9006,47992.9006,4.5156,12.0012,0.464,24.9452,10.79753064,-0.053743451
41520,COP UN Equity,66.79,81684.651,99845.651,1.6839,4.9717,1.4304,11.8697,11.31062139,0.010591617
41520,COL UN Equity,70.68,9542.4708,10358.4708,7.9493,10.1753,2.1366,15.3496,9.163507725,-0.03455812
41520,CMI UN Equity,124.13,23240.7457,22879.7457,3.4421,9.6458,1.3865,16.834,10.0536623,0.009679518
41520,CME UW Equity,72.33,24179.6904,25013.9904,1.1011,13.0078,8.3384,25.8321,10.09326832,0.001939327
41520,CMCSA UW Equity,21.37,111497.7691,154240.7691,2.2853,7.4354,1.7714,19.9279,11.62175986,-0.067626527
41520,CI UN Equity,79.46,22474.4103,24131.4103,2.3046,9.1615,0.7319,11.4444,10.02013262,0.028342177
41520,CHTR UW Equity,136.087,12482.6683,25250.6683,204.6339,9.612,1.6044,#N/A N/A,9.432096425,-0.038369948
41520,CELG UW Equity,71.505,58816.5809,58353.3809,10.8756,26.622,10.1272,31.9554,10.98217908,-0.038846697
41520,CCL UN Equity,35.98,28097.7173,37134.7173,1.1509,12.37,1.815,21.4335,10.24344362,-0.045876425
41520,CCI UN Equity,69.23,20262.5021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.91652727,-0.005601839
41520,CBS UN Equity,53.5,32354.4272,38042.4272,3.3713,10.8075,2.3288,15.498,10.38450614,-0.025145773
41520,CBOE UF Equity,45,3946.5435,3738.7775,12.7346,12.5821,7.1177,24.0066,8.280595412,-0.11382434
41520,CAT UN Equity,82.51,53434.7179,77005.7179,3.0324,8.2306,0.8934,12.803,10.88621596,-0.022856466
41520,CAG UN Equity,26.3793,14308.3822,23886.9822,2.0745,13.624,0.6897,12.9074,9.568600812,-0.073008655
41520,C UN Equity,49.37,150135.4717,334773.4717,0.7835,10.3664,1.6314,9.649,11.91929331,-0.066023458
41520,BXP UN Equity,101.68,15494.9081,26720.2841,2.8562,23.9589,7.9423,69.7459,9.648266739,-0.031619048
41520,BSX UN Equity,10.9,14637.3255,18359.3255,2.2109,96.1221,2.0848,28.1751,9.591330086,-0.022421525
41520,BR UN Equity,29.6,3524.3889,3782.8889,4.3167,8.7405,1.482,16.6393,8.167462339,0.012311902
41520,BMY UN Equity,41.72,68684.6209,69870.6209,4.7552,43.9714,4.3491,24.4078,11.13728059,-0.051602637
41520,BKNG UW Equity,942.83,48556.2449,44863.4739,8.228,21.6385,8.0394,29.7234,10.79047809,0.042549898
41520,BIIB UW Equity,204.291,52713.1842,52668.5472,6.1449,20.4875,8.1442,30.6309,10.87262088,0.007128596
41520,BHGE UN Equity,46.85,20756.5574,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9.940617495,-0.032224747
41520,BF/B UN Equity,26.676,14252.6717,15038.6717,8.5586,15.9308,4.961,24.5438,9.564699656,-0.085185185
41520,BDX UN Equity,97.31,18898.8029,20569.5979,4.0069,9.8052,2.4107,17.1865,9.84685386,-0.056250606
41520,BBY UN Equity,36.99,12570.9253,12341.9253,3.5015,10.5848,0.2828,17.4289,9.439141911,0.20449365
41520,AXP UN Equity,72.43,78142.0851,110649.0851,4.1249,11.2942,2.3394,16.6554,11.26628405,-0.042311252
41520,AVGO UW Equity,38.35,9466.7855,8606.7855,3.484,12.0375,3.9353,16.9584,9.155544688,0.02540107
41520,AVB UN Equity,122.72,15880.323,21645.631,1.8551,30.8964,11.4767,135.7325,9.672836075,-0.090356534
41520,ATVI UW Equity,16.98,19008.397,14462.397,1.592,6.9464,3.7915,14.0902,9.852636108,-0.067032967
41520,ARE UN Equity,61.5,4392.7855,7491.8575,1.2273,20.3116,6.5687,51.6484,8.387718815,-0.101402688
41520,APTV UN Equity,46.8879,17364.9967,19310.9967,5.7694,9.9234,0.9437,11.6635,9.762211775,0.009920887
41520,APH UN Equity,37.675,11992.5879,12644.7069,4.6636,12.6722,2.7049,21.3854,9.392044063,-0.056591962
41520,APD UN Equity,95.1408,21574.6443,27808.5443,3.0495,12.6529,1.9583,17.8445,9.979274029,-0.040465704
41520,APC UN Equity,92.71,46605.8472,57367.8472,2.1004,7.4484,3.2852,24.4032,10.74948129,0.025553097
41520,AON UN Equity,66.69,20504.5903,24429.5903,2.7129,10.8915,1.8361,19.3977,9.928404057,-0.028550619
41520,ANTM UN Equity,86.28,25794.2997,20182.4997,1.0528,3.7327,0.4006,10.0656,10.1579088,-0.001042028
41520,ANET UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,AMZN UW Equity,288.8,131947.959,128217.959,15.113,38.7482,1.9627,2080.2121,11.79016287,-0.054788244
41520,AMT UN Equity,69.23,27345.6535,35854.7045,7.775,19.0692,8.8466,40.8436,10.21631287,-0.02875982
41520,AMGN UW Equity,111.01,83630.0719,85527.0719,4.0584,12.9254,4.7723,17.8577,11.33415845,0.014253084
41520,AME UN Equity,42.6,10403.9599,11440.0899,3.7735,12.8526,3.0058,21.407,9.249941772,-0.106918239
41520,AMD UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41520,AMAT UW Equity,15.11,18174.709,18145.709,2.6139,138.5169,2.5421,38.1575,9.807786291,-0.083687083
41520,ALXN UW Equity,110.17,21544.6264,20562.2364,9.7259,38.7426,16.1826,66.6139,9.977881709,-0.060463926
41520,ALB UN Equity,62.13,5055.7875,5930.7345,3.7363,11.8389,2.126,17.0956,8.528288906,-0.004007695
41520,AGN UN Equity,136.94,18233.8882,24354.9882,5.1583,79.0746,2.5511,14.8643,9.811037131,0.008543232
41520,AET UN Equity,63.77,23728.8174,28049.5174,1.7642,7.8078,0.5408,11.2805,10.07444551,0.000627648
41520,AES UN Equity,12.7,9418.0352,31310.0352,1.9927,6.8738,0.5883,10.354,9.150381768,0.003159558
41520,AEP UN Equity,42.16,20522.3321,39263.3321,1.3208,9.0054,1.3487,14.1933,9.929268943,-0.094307197
41520,AEE UN Equity,33.23,8062.7502,14246.7502,1.2648,7.6554,1.3792,16.7219,8.995009993,-0.084573003
41520,ADP UW Equity,62.6456,34478.3968,32451.9968,4.8842,13.9729,2.6766,22.1497,10.44808823,-0.006123912
41520,ADI UW Equity,46.66,14496.9237,10918.7347,3.1222,12.4235,5.3715,22.0094,9.581691747,-0.065678815
41520,ADBE UW Equity,45.88,23043.7495,21399.6435,3.3685,22.6176,5.5055,49.7235,10.04514984,-0.038155136
41520,AAPL UW Equity,69.7971,443873.4688,314211.4688,3.5982,5.6242,2.6957,12.2023,13.00329482,0.069664406
41520,A UN Equity,33.559,15533.83,15907.83,2.3205,12.0972,1.6938,16.4877,9.650775505,0.019330187
41520,ACN UN Equity,73.08,50210.0862,45068.9192,9.8182,9.1386,1.5521,17.4479,10.82397121,-0.023647295
41548,ZTS UN Equity,31.78,15890,19176,18.8493,21.2124,3.5445,27.014,9.67344526,0.079850493
41548,ZBH UN Equity,82.41,13972.5101,14156.0101,2.29,11.0646,3.0715,14.7514,9.544847114,0.044354328
41548,XOM UN Equity,86,378540.3379,400756.3379,2.2201,6.7056,0.9738,11.425,12.84407792,-0.01319564
41548,XEL UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,WY UN Equity,29.13,16961.6555,21747.6555,3.1497,14.412,2.1042,27.0956,9.738710517,0.074907749
41548,WMT UN Equity,73.59,239569.0111,286188.0111,3.3539,7.8294,0.5172,14.4012,12.3865968,0.012520638
41548,WM UN Equity,41.58,19491.715,29700.715,2.9083,8.9866,1.3948,19.0064,9.877744782,0.035616438
41548,WELL UN Equity,63.51,18185.1276,29872.1076,1.738,22.4675,6.6412,312.8248,9.808359374,0.043885602
41548,WEC UN Equity,40.49,9218.226,14333.826,2.1847,10.2238,2.0964,17.5281,9.12893789,0.00396727
41548,WBA UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,VZ UN Equity,46.98,134440.1404,231519.1404,3.8429,6.9534,1.126,18.8027,11.80887433,0.021082373
41548,VRTX UW Equity,77.02,17931.2035,16784.1555,14.2236,#N/A N/A,14.1533,#N/A N/A,9.794297686,0.021756434
41548,VLO UN Equity,33.84,18346.111,23119.111,1.0032,4.0796,0.134,7.1476,9.817172896,-0.067768595
41548,V UN Equity,48.305,124547.5671,117532.5671,4.5878,15.3919,10.6758,25.4487,11.73244299,0.091515083
41548,UTX UN Equity,107.35,98494.6275,116527.6275,3.4469,11.1595,1.5497,18.1351,11.49775728,0.045684785
41548,UPS UN Equity,91.8,86133.7229,92097.7229,23.4163,21.8241,1.579,19.68,11.36365629,0.067938576
41548,UNP UN Equity,78.34,72675.1296,80764.1296,3.4753,9.0038,3.384,17.3578,11.19375451,0.019123195
41548,UNH UN Equity,72.58,73792.0647,79856.0647,2.2625,7.4863,0.6138,13.9235,11.20900648,0.000275634
41548,UAL UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,TXN UW Equity,40.42,44509.4067,46077.4067,4.0276,13.0902,3.6729,19.9126,10.70345583,0.046066253
41548,TWTR UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,TSN UN Equity,28.5,10038.0145,11333.0145,1.581,5.9836,0.2918,11.5698,9.214134615,-0.011789182
41548,TROW UW Equity,72.11,18758.362,17065.062,4.143,10.372,5.5471,19.5123,9.839394905,0.019943423
41548,TMO UN Equity,92.85,33473.9013,38735.6013,2.0413,15.1299,2.5904,23.8676,10.41852135,0.030292943
41548,TJX UN Equity,56.78,40611.0771,39795.2221,10.548,10.5521,1.5415,20.875,10.61179614,0.068699417
41548,TGT UN Equity,63.91,40335.1948,53805.1948,2.517,7.1426,0.5613,15.9973,10.60497969,0.005032238
41548,TEL UN Equity,52.07,21532.8534,23149.8534,2.5569,9.9999,1.6363,16.1172,9.977335113,0.055330361
41548,T UN Equity,34.06,180892.66,256159.66,2.0982,8.3794,1.4522,13.3677,12.1056591,0.022208884
41548,SYY UN Equity,31.89,18762.399,21533,3.565,9.8616,0.4172,15.2107,9.839610093,-0.009011809
41548,SYK UN Equity,67.96,25697.8645,23333.8645,2.9402,15.6498,2.898,16.3979,10.15416317,0.011008628
41548,SYF UN Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,SWK UN Equity,92.36,14784.8072,19014.1072,2.0666,15.4662,1.3454,17.1066,9.601355392,0.071213176
41548,STZ UN Equity,57.89,10898.4669,18082.1669,2.4284,8.3524,2.982,12.1104,9.296377407,0.049111997
41548,SRE UN Equity,85.35,20846.5864,33022.5864,1.909,11.6113,1.9735,19.3417,9.944945492,0.023381295
41548,SPGI UN Equity,67.03,18446.6568,18516.6568,18.579,11.6019,3.8519,21.1921,9.82263843,0.118658211
41548,SPG UN Equity,140.603,46407.3629,69233.0089,7.5374,19.3204,9.0961,37.0007,10.74521341,0.035307198
41548,SO UN Equity,41.28,36074.7165,59633.7165,1.9387,10.7681,2.1374,15.5148,10.49334752,0.004623996
41548,SLB UN Equity,89.05,117829.4664,123954.4664,3.0957,10.0425,2.6582,20.0266,11.67699366,0.08044164
41548,SHW UN Equity,184.52,18947.0908,19895.9738,10.3036,15.666,1.8806,26.1775,9.849405679,0.078559738
41548,SBUX UW Equity,38.595,58000.5679,56068.2679,12.977,169.7495,3.8886,35.5723,10.96820808,0.078072626
41548,RTN UN Equity,77.81,25093.0245,26099.0245,2.8075,7.609,1.0456,12.9823,10.13034518,0.028008984
41548,RSG UN Equity,33.54,12142.2477,19086.5477,1.5606,9.0893,1.4646,22.0467,9.404446196,0.042910448
41548,ROST UW Equity,36.89,15986.8964,15586.3184,8.2792,10.0245,1.5765,19.2135,9.679524691,0.082611886
41548,ROP UN Equity,133.57,13247.9119,15393.7889,3.2649,15.5032,4.1818,25.5137,9.491595227,0.071818328
41548,ROK UN Equity,107.96,14970.7389,14481.2389,5.7999,12.2587,2.3742,19.9013,9.613852835,0.101632653
41548,RHT UN Equity,45.74,8658.7859,7368.1149,6.0125,26.0899,6.1357,55.1347,9.066329795,-0.100491642
41548,REGN UW Equity,316.73,31289.4518,30828.4278,18.6233,42.0398,16.1323,77.2866,10.35103632,0.222187922
41548,RCL UN Equity,38.94,8552.6728,16266.8668,0.9773,13.6182,1.0789,17.0684,9.053999121,0.055284553
41548,QCOM UW Equity,67.55,115877.0115,86487.0115,3.154,10.4871,4.6594,16.8263,11.66028466,0.011985019
41548,PYPL UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,PXD UN Equity,194.46,26941.7808,29230.4168,3.5568,14.7216,7.4697,47.4313,10.20143355,0.081535039
41548,PSX UN Equity,57.9,35378.667,36036.667,1.6108,9.8407,0.226,9.1211,10.47386429,-0.003613836
41548,PSA UN Equity,162.75,27994.1498,31627.6478,5.3588,24.0583,14.3963,34.655,10.23975083,0.067913386
41548,PPL UN Equity,28.4413,19361.6185,38378.6185,1.4521,8.5839,1.3628,12.2373,9.871047958,0.001306145
41548,PPG UN Equity,83.405,23794.855,25210.855,4.5463,13.6054,1.7421,24.9994,10.07722466,0.061064818
41548,PLD UN Equity,38.27,19081.636,28689.689,1.3976,37.4408,9.9823,#N/A N/A,9.856481686,0.084135977
41548,PH UN Equity,109.35,16312.7605,17212.1305,2.681,10.1216,1.2525,17.4487,9.699702933,0.082780473
41548,PG UN Equity,76.16,208583.9995,239098.9995,3.0917,13.5138,2.4763,18.7183,12.24809711,-0.020450161
41548,PEP UW Equity,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#VALUE!,#VALUE!
41548,PEG UN Equity,33.21,16799.5199,24815.5199,1.4817,6.6458,1.6707,13.1297,9.729105588,0.033291848
41548,PCG UN Equity,40.87,18193.3551,32022.3551,1.3088,8.9925,1.1587,21.9073,9.808811702,-0.003413802
41548,PCAR UW Equity,55.74,19730.4597,17048.9597,3.0455,7.3811,1.1944,18.0974,9.889918898,0.040702016
